#### Annotations par 3 annotateurs (Adrien, Benoît, Lucie) de phrases extraites de Wikipedia 
#### adjudication et suppression des phrases mal formées et des formes seV
#### lexique pour le verbe abattre :
####	sens 1 : action de faire tomber (au sens propre et au sens figuré) Ex. abattre un arbre / un avion / 
####	sens 2 : action de tuer un être vivant ou de le tuer symboliquement Ex. abattre un homme / le bétail
####	sens 3 : causer un état mental Ex. être abattu par cette nouvelle
####	sens 4 : Vsup de travail et syn. : accomplir Ex. abattre un gros travail
####	sens 5 : faire descendre Ex. abattre une carte

abattre#2#	400	Les Creeks décident de résister , mais ils sont finalement abattus  :
abattre#1#	116	À la Révolution , le château de Vandenesse devient un bien national et son acquéreur en abattit en 1796 la moitié nord-ouest .
abattre#2#	318	Le campeur va typiquement s'installer dans un coin sombre d'une carte et ne plus en bouger pour abattre chaque ennemi qui passera devant lui .
abattre#2#	379	Les Néandertaliens mettaient à profit des pièges naturels \( falaises , avens \) pour abattre en masse de grands bovidés et assurer leur subsistance .
abattre#2#	303	Nous devons abattre les sommités académiques réactionnaires de la bourgeoisie et tous les " monarchistes " bourgeois .
abattre#2#	141	Il est transporté à l'hôpital , et ressort de son propre chef quelques heures seulement après l'opération , de peur d'être abattu à l'hôpital , et se rend au verdict de son procès pour viol .
abattre#2#	334	Il faut un certaine habileté pour abattre un ennemi car acquérir une précision de tir demande de l'entraînement et le jeu n'affiche pas de réticule de visée .
abattre#2#	78	Un cabriolet avec deux hommes à bord vêtus de manteaux en cuirs et de capuches s'approche de la voiture du ministre , suffisamment pour l'abattre de plusieurs coups de pistolet automatique .
abattre#1#	392	Les Y-Wings sont peu manoeuvrables et le TIE modifié de Dark Vador n'a aucun mal à les abattre .
abattre#1#	155	En 1667 , les murailles qui dessinent l'Enclos dans le territoire parisien sont abattues au profit d'hôtels particuliers et de maisons locatives occupées essentiellement par des artisans .
abattre#1#	232	Entre le 4 juillet 1917 \( date d'entrée dans le conflit \) et le 11 novembre 1918 \( date de l'armistice \) , les Sopwith abattirent 1 294 avions ennemis .
abattre#2#	228	Le Pape organisa alors une large alliance de tous les voisins de la Serbie pour abattre Milutin et permettre à la Hongrie de réorganiser ses forces .
abattre#2#	38	Palpatine , dénoncé par Anakin \( « l'heure est à la trahison  » \) dégaine un petit sabre laser , caché dans la manche de son ample vêtement , et , avec une agilité que les Jedi n'auraient pas crue du vieil homme , abat rapidement maître Kolar et maître Tinn .
abattre#2#	388	Malgé la planification minutieuse de Juhaiman , les choses ne débutèrent pas de la meilleure des manières pour les opposants , lorsqu'un garde fut abattu par un dissident nerveux , ce qui constitue un sacrilège dans la loi islamique .
abattre#1#	68	Avant même qu'il ne puisse accéder à son poste , Gott fut tué lorsque son avion fut abattu par un chasseur allemand Me 109 alors qu'il retournait au Caire depuis le champ de bataille .
abattre#2#	20	Plus de 300.000 pondeuses y ont été abattues depuis la veille .
abattre#2#	294	Lucy Welker est dévastée , d'autant plus truand essaie de l'abattre dans la rue , avant que Clark ne l'abatte à son tour .
abattre#2#	47	La Garde nationale ouvre le feu et abat cinquante citoyens sans armes .
abattre#2#	343	Paul Mansart purge une peine de prison à vie pour avoir participé à un attentat terroriste au cours duquel trois de ses complices ont été abattus .
abattre#1#	150	Cette liste doit être relativisée , car elle dépend de la variété exacte de l'arbre et même de la parcelle sur laquelle il a été abattu .
abattre#2#	174	Aussi , il prend la voie de terre , et non celle de la mer , pour se rendre chez son père et il tue Périphétès sans reconnaître en lui son frère , ce monstre intérieur qu'il aurait dû affronter et non abattre bestialement avec la massue .
abattre#2#	206	Il abat les parents de Méntouab , veuve de Bacaffa l'Impitoyable , puis attaque les Galla .
abattre#2#	217	Diane l'abat d'une flèche .
abattre#1#	231	Le combat des Amérindiens devenait l'assaut des forces du mal essayant d'abattre la société puritaine , et il fallait s'attendre à des attaques du dedans aussi bien que du dehors .
abattre#2#	310	Des collaborateurs ont été précocement abattus , des miliciens ont ponctuellement été torturés à mort par des maquisards , des FFI ont pris part à la tonte de femmes à la Libération , selon l'étude de Fabrice Virgili sur cette question .
abattre#5#	170	- Un joueur A vient d'abattre une forte carte pour faire son plis , un joueur B peut , s'il possède une carte plus forte , remporter le plis pour lui-même , coulant le joueur A.
abattre#2#	355	Karl Hotz est abattu par des résistants près de la cathédrale de Nantes .
abattre#2#	81	Il sera abattu d'une balle dans la tête dans sa cellule par un garde SS. Cette purge est connue sous le nom de " nuit des longs couteaux " .
abattre#2#	83	Entre temps vous abattez les deux vaches parce que leur horoscope est défavorable .
abattre#2#	109	Tous les animaux de l'exploitation ont été abattus .
abattre#2#	31	Au total une cinquantaine de foyers ont été recensés en Roumanie , et plus de 350.000 volailles ont été abattues depuis la découverte du virus sur des oiseaux de basse-cour , le 7 octobre 2005 .
abattre#2#	108	Ambroise Sanguinetti \( de Venzolasca \) , Paoli \( de Venzolasca , parent et ennemi de Sanguinetti \) furent abattus par des gendarmes .
abattre#2#	158	Mais elle est surprise par Albert et , lors de leur affrontement , elle l'abat d'un coup de revolver .
abattre#2#	72	Faisant la synthèse d'influences multiples \( les truands caricaturaux viennent tout droit de la série B américaine , comme par exemple Sept hommes à abattre de Budd Boetticher , la théâtralisation des situations porte la marque des films d'Akira d'Akira Kurosawa , Sergio Leone pillant le scénario de Yojimbo pour réaliser l'un de ses premiers films  : Pour une poignée de dollars , 1964 , sans le mentionner au générique , ce qui déclencha un mini-scandale au Festival de Cannes \) le réalisateur italien établit les codes et usages de cette sous-catégorie en réalisant quelques uns des meilleurs films du genre , bientôt dévoyé dans de multiples productions vite oubliées .
abattre#2#	253	un employé du groupe de défense français Thales est abattu à Djeddah .
abattre#2#	159	pour abattre les hommes dont il soupçonne les visées ambitieuses , il a organisé des services secrets redoutables chargés de faire courir des rumeurs désobligeantes sur les hommes menaçant aux yeux de Titus .
abattre#2#	28	25.000 volailles doivent être abattues .
abattre#2#	7	Deux chiens ont été rapidement abattus , selon la presse locale qui n'explique cependant pas si c'est par précaution ou si ces chiens étaient porteurs du H 5 N 1 .
abattre#3#	362	Ne se laissant pas abattre Orton continue à défier le " Deadman " et le battra avec l'aide de son père , " Cowboy " Bob Orton .
abattre#2#	252	les forces israéliennes ont abattu trois militants armés jihad islamique tôt vendredi en Cisjordanie , quelques heures après l'évacuation d'une base militaire israélienne .
abattre#2#	129	Ce jour-là , le 6 décembre 1989 , un homme , fusil-mitrailleur au poing , s'introduit dans les bâtiments et abat sauvagement 14 personnes avant de s'enlever la vie .
abattre#2#	10	Tous les oiseaux du village et les chiens errants doivent être abattus \( ne vaudrait il pas mieux les endormir et euthanasier dans les meilleures conditions \) .
abattre#1#	290	Le 3 août 1876 , le Conseil demanda d'abattre l'arbre de la Femme entièrement creux qui se trouve à l'intersection de quatre chemins .
abattre#2#	286	Ces derniers ont été abattu par un seul homme , un super soldat d'Anubis , totalement insensible à toutes les armes conventionnelles .
abattre#1#	70	Il devait normalement prendre le commandement des troupes britanniques au Moyen-Orient en 1942 à la place de Claude Auchinleck mais l'avion qui le transportait fut abattu par un chasseur allemand .
abattre#1#	134	Le groupe s'appelle d'abord Feedback , puis The Hype et adopte finalement le nom de U 2 après le départ de Dick , plus dans un esprit de communion avec son public qu'une référence à l'avion espion américain qui a été abattu en Union soviétique quelques jours avant la naissance de Bono [ 5 ] .
abattre#1#	43	- La flèche , plus jeune \( 1850 \) car rebâtie après avoir été abattue par la foudre dans la nuit du 13 au 14 janvier 1777 selon le chanoine Abgrall , fut réalisée suivant les plans de l'Abbé Pouliquen , Vicaire de la paroisse .
abattre#2#	66	Recherché par les autorités , il fut abattu lors d'une d'une interpellation le 6 novembre 2001 , à Eagar \( Arizona \) , à l'âge de 58 ans , après avoir tiré deux balles dans la tête d'un officier de police .
abattre#5#	313	Notons qu'il faut abattre les chiffre de 25 à 30  % si on veut rendre compte de la production nette , pénalisée de l'énergie consommée pour extraire et transformer le bitume .
abattre#2#	257	17 juin 1944 Léon Mandrillon \( chef de secrète du Haut-Jura \) et son fils Julien sont abattus par les allemands et leur maison incendiée .
abattre#1#	336	Le joueur commande un jet au-dessus d'un fleuve et doit abattre avions , hélicoptères , et ballons ennemis .
abattre#2#	124	V . , démasqué par Frédéric II , est abattu par Langlois .
abattre#2#	139	Là , ils remontaient d'autres produits ou étaient abattus pour alimenter la ville et les marins .
abattre#2#	188	Le 21 août de la même année , le Maire de Thel a été abattu par des inconnus .
abattre#2#	5	210 , 000 volailles ont été abattues dans la ferme .
abattre#2#	274	L'infraction consiste à avoir abattu le chien favori de son chef à la Gestapo et de l'avoir servi à son ami .
abattre#2#	296	L'agent qui devait retrouver Teri a été abattu .
abattre#1#	175	Cependant le colloque fut interrompu quand il devint évident , après le massacre de Vassy du 1er mars , que le parti catholique se préparait à abattre le protestantisme .
abattre#3#	229	Loin d'être abattu par le fait que leur pays n'a pas été champion du monde , le groupe sort dès la fin de la coupe du monde le single 54 75 90 2010 .
abattre#1#	349	- le 15 mai 1943 , il abat un Focke-Wulf FW 190 au-dessus de Deauville .
abattre#1#	200	il est l'unique pilote au monde à avoir abattu quatre avions ennemis par abordage volontaire et d'avoir , à chaque fois survécu  ;
abattre#2#	27	780 volailles ont été abattues et des échantillons analysés à Rangoon .
abattre#2#	384	il abattit le Martian Manhunter avec un projectile qui lui ôta tout contrôle sur son pouvoir de métamorphe , infecta l'armure de Steel avec un virus informatique , l'obligeant à détruire la Tour , il hypnotisa Huntress , attaqua Kyle Rayner avec un " perturbateur neural " l'empêchant de se concentrer pour se servir de son anneau , piégea Zauriel dans la Zone Fantôme , neutralisa Flash avec des bombes sensibles au mouvement qui exploseraient s'il utilisait ses pouvoirs \( ce qui s'avéra plus tard être un mensonge \) et vaincu Batman dans un combat au corps à corps en téléchargeant dans son cerveau les talents de plusieurs grands maîtres en arts martiaux , dont Batman lui-même .
abattre#1#	351	Toutefois l'équipe n'a pas eu à lancer d'opérations , aucun appareil n'ayant été abattu .
abattre#2#	364	La tension est à son comble , lorsque , le 30 juillet 1950 , trois hommes furent abattus par la gendarmerie lors d'un meeting à Grâce-Berleur , en banlieue liégeoise .
abattre#2#	39	Dans un excès de fureur , il abat la communauté entière des Tuskens , femmes et enfants inclus .
abattre#2#	302	Nous devons abattre les responsables du Parti engagés dans la voie capitaliste .
abattre#1#	251	Durant les combats de Khalkin-Gol , de juin à septembre , placé à la tête du 70 I.A.P. \( = régiment de chasse aérienne \) , èquipé de I-16 " Ratas " , il abattit 12 avions japonais , dont 1 en coopération avec un autre pilote .
abattre#3#	299	Chandler est abattu quand il apprend que son prénom est pour une des triplés de Phoebe .
abattre#2#	272	Il traverse miraculeusement une pluie de balles , se jette sur les policiers et se tire dans la tête à bout portant au pied d'un policier , mais son revolver est vide et le policier l'abat froidement .
abattre#1#	94	II . Le temps abat les villes , nul trône ne tient debout ,
abattre#2#	361	Sept hommes à abattre \( Seven Men from now \) , de Budd Boetticher
abattre#1#	73	Dès le 27 novembre , il obtient sa première victoire confirmée en abattant un Nieuport 17 et afin de démontrer que la chance ne devait rien à cela il prit de nouveau l'air cette même journée et abattit un FE 2b .
abattre#2#	301	Les prisonniers rouges sont abattus à la mitrailleuse dans des fossés .
abattre#2#	162	Après avoir abattu le monstre , les membres de l'expédition voient accoster un navire , avec Cassandre à son bord , la femme de Conrad .
abattre#2#	374	L'usurpateur est finalement abattu et l'empereur rétablit la paix après une visite à Alexandrie .
abattre#1#	271	Eu égard , une crise de vocations , non classée la chapelle fut abattue , sans autorisation , le 27 août 1974 .
abattre#1#	149	Pour des raisons de résistance et de conservation , les arbres sont abattus en automne et en hiver car , lors de ces périodes , l'arbre est « repos  » , c'est-à-dire que la sève circule très lentement .
abattre#2#	127	Plus forts que trois orcs réunis , ils sont d'une grande taille , sont équipés d'imposantes armures et de longues épées dont la particularité est qu'elles ont un repli à l'extrémité de la lame pour abattre leurs victimes avec plus de facilité .
abattre#1#	291	En 1904 , l'aile gauche château est abattue .
abattre#1#	88	La thèse dissidente du vol 93 abattu par la chasse reçut le renfort involontaire du secrétaire de la Défense Donald Rumsfeld , lequel , dans un entretien avec le Brigadier Marks le 24 décembre 2004 réalisé par CNN , stigmatisait " les gens qui [ ... ] ont tiré et abattu \( " shot down " \) l'avion au-dessus de la Pennsylvanie " [ 5 ] .
abattre#2#	221	Le 12 février 2007 , Sulejman TaloviÄ , alors âgé de 18 ans seulement , tua cinq civiles et en blessa quatre autres lors d'une fusillade dans le Trolley Square , à Salt Lake City , avant d'être abattu fatallement par la police .
abattre#2#	130	Près de 50 étudiants et professeurs sont arrêtés , et Paul Collomp , un professeur de la faculté de lettres , est même abattu d'un coup de feu .
abattre#2#	87	Après 20 minutes d'assaut , il fut abattu d'une balle dans le coeur .
abattre#2#	169	- C . , leurs descendants commencèrent à irriter Tiamat et Apsu qui décidèrent d'abattre leur progéniture .
abattre#2#	281	Le 22 novembre 1963 , JFK est abattu .
abattre#2#	193	Tout commence dans les années quarante lorsque de Godfrey Windshaw est mystérieusement abattu .
abattre#2#	63	En septembre 1972 , huit Palestiniens du groupe Septembre noir pénètrent dans le village olympique , abattent deux membres de l'équipe israélienne et kidnappent neuf athlètes israéliens au cours des Jeux Olympiques de Munich [ 31 ] .
abattre#2#	325	Le double jeu auquel se livre Quark auprès des autorités cardassiennes n'ayant apparemment pas suffi à obtenir sa mise en liberté , le père de Nog , bientôt rejoint dans le quartier de détention par Jake Sisko , Kira et Leeta , est tout de même libéré par son frère avec la complicité active de Tora Ziyal , la fille de Gul Dukat \( laquelle doit bientôt payer ce geste de sa vie puisqu'elle est abattue sans pitié par Damar , l'adjoint zélé de son père \) .
abattre#1#	50	Gehn a également fait abattre de nombreux arbres de l'île pour fabriquer du papier sur l'île du cratère .
abattre#2#	230	Il dut lui même les abattre à la fin de l'Hérésie et pria pour obtenir le pardon de l'Empereur , avant de disparaitre à son tour .
abattre#2#	315	Après avoir rencontré l'abbé Cordier , adjoint d'Henri d'Henri d'Astier , qui lui donna l'absolution par avance , Bonnier s'introduisit au Palais d'Été , et y abattit le dictateur , avant d'être immédiatement arrêté .
abattre#1#	256	La Pologne réussit quand même à abattre près de 500 avions allemands .
abattre#2#	353	Deux jours plus tard , 48 personnes sont abattues en représailles .
abattre#2#	42	Son ami Farcy fut abattu à ses côtés , et son corps fut ramené à son propre domicile .
abattre#2#	338	En 2004 , 64 abattoirs abattaient 80 % de la production .
abattre#2#	382	Une autre crainte est que les forces ennemies , sachant la présence de dauphins chasseurs de mines dans une certaine zone , se mettent à abattre tous les dauphins dans l'eau , y compris ceux ne faisant pas partie du NMMP .
abattre#2#	161	Tizi-Ouzou a été le témoin du drame du Printemps noir \( 2001 \) où dans le village de Ath Douala , un jeune lycéen de 19 ans , répondant au nom de Guermah Massinissa , fut abattu par un élément de la gendarmerie .
abattre#1#	329	En juillet 1917 , son avion est abattu au dessus de la France .
abattre#2#	237	Si seul la cible principale est abattue , et ce dans le plus grand secret , le joueur peut atteindre le rang de " Silent Assassin " , débloquant certaines armes cachées .
abattre#2#	354	Le 20 octobre 1941 , le lieutenant-colonel Karl Hotz , qui de 1929 à 1933 supervise les travaux de la rue du Roi-Albert à Nantes dans le cadre de la dette de guerre allemande , est abattu à Nantes par trois résistants  :
abattre#2#	105	L'agneau , le petit du mouton , peut être abattu avant qu'il ne soit adulte pour sa viande , qui est très tendre .
abattre#1#	259	Le vaisseau de Mental est abattu par le bus des programmeurs et Sam doit à nouveau le combattre .
abattre#2#	12	Dans la région de Stavropol , au sud de la Russie , et plus généralement dans tout le sud du pays , 922 oiseaux ont péri ou ont dû être abattus depuis le 3 mars , pour cause de H 5 N 1 annonçait vendredi le ministre fédéral pour les situations d'urgence .
abattre#2#	121	Sa descendance mâle peut être abattue à trois stades différents  :
abattre#1#	91	Des nombreux témoignages ont été compilés à partir d'articles de journaux , de photos des points d'impact des missiles , et des communications apparues sur l'internet , par un investigateur privé , Michael Hull , en collaboration avec le commandant Donaldson , lequel pense que le vol TWA 800 fut abattu lors d'une attaque terroriste .
abattre#2#	191	L'ancien maire jacobin Johannot est abattu en pleine rue par deux inconnus .
abattre#2#	245	L'un d'eux éteignit la lumière , mais malgré l'obscurité , Kondo chargea et commença à les abattre l'un après l'autre .
abattre#2#	29	- Fin 2003 , trois à quatre millions de poulets avaient déjà été abattus dans le pays après une épizootie par une souche du virus aviaire H 7 N 3 et la présence de virus H 9 ..
abattre#1#	173	De même , 36 avions durent détruit sur la Roumanie , 8 s'écrasèrent en Bulgarie \( 6 étant abattus par la chasse locale \) et deux furent perdus sur accident à l'allé .
abattre#2#	64	Vétéran , il est néanmoins abattu durant la bataille de Guandu , par le général Guan Yu , alors au service du Wei .
abattre#2#	132	Mais un moment , ils sont face à face à Burns qui va abattre tout les chiots .
abattre#5#	247	A l'instant où le bourreau abattait l'épée , le cou de Moïse est devenu comme une tour d'ivoire \( Cant . 7 : 5 \) et a cassé l'épée .
abattre#2#	327	C'est , semble-t-il , à la suite d'une dispute avec son frère qu'il trouve la mort , ce dernier l'ayant abattu avant de se suicider .
abattre#2#	261	Avant de s'effondrer sur le sol , Selena désigna Saldívar comme sa meurtrière et le numéro de chambre de l'hôtel où elle avait été abattue .
abattre#2#	176	Il lutte contre les grands , abat les envahisseurs Galla Ouollo et Yédjou , convertit ou chasse les musulmans .
abattre#1#	332	La moitié de ces arbres , devenus centenaires , seront d'ailleurs abattus en 1853 pour financer la construction de l'école .
abattre#2#	273	Dans la fin telle que la souhaitaient Hawks et Hecht et qui ne fut jamais tournée , Scarface devient fou de rage lorsque sa soeur est abattue .
abattre#2#	372	Mais finalement , à force d'être pousuivi , il est abattu par le fils d'un Kaurava d'un coup de masse sur la tempe , le dernier jour du combat .
abattre#1#	196	Les maisons mitoyennes sont abattues , ce qui permet d'agrandir notablement l'édifice , qui gagne une cinquième arcade en façade et une grande salle à l'arrière .
abattre#1#	119	Ses caractéristiques \( vol rectiligne à vitesse constante \) permet aux chasseurs alliés et à la DCA d'abattre environ 50 % des engins lancés contre le Royaume-Uni .
abattre#2#	114	Vamp parvient à l'attraper , avant de se faire une nouvelle fois abbattre par Raiden .
abattre#2#	171	Suétone et Dion Cassius rapportent , qu'après le rapprochement de Britannicus et de son père - mais pas de Narcisse - ceux-ci projetèrent ouvertement d'abattre Agrippine .
abattre#2#	201	- 1803 - La Terre de Van Diémen est établie en colonie pénitenciaire pour les Britanniques les plus brutaux qui ne tardent pas à s'échapper et à abattre des Aborigènes pour nourrir leurs chiens .
abattre#2#	45	Il prend la fuite , mais est abattu par un policier et s'écroule au carrefour de la rue Campagne-Première ,
abattre#2#	197	Un imam est abattu après avoir dénoncé les affrontements interpalestiniens dans son sermon [ 25 ] .
abattre#2#	16	- Le gouvernement s'est dit prêt à abattre des poulets et prendre des restrictions aux mouvements de la volaille , jeudi après le reportage sur ces cas de grippe aviaire .
abattre#2#	344	Jules Bonnot est abattu par la police le 24 avril 1912 , vient le tour d'Octave d'Octave Garnier et de René Valet .
abattre#1#	234	Reconstruite , ses remparts furent abattus au XIXe siècle \( il ne reste aujourd'hui plus guère que la tour des Sorciers \) .
abattre#2#	396	Le mémorial Koebel du centre d'entraînement tir de police est consacré à la mémoire du fonctionnaire de police Henry J. Koebel , qui fut abattu dans l'exercice de ses fonctions en mai 1978 .
abattre#2#	115	Ne voulant pas mourir , Minaho embrasse de force Hiroshi , les deux fusionnent en Vander et abattent le monstre .
abattre#2#	292	il abattit l'ours et sauva son roi .
abattre#2#	23	6.000 volailles ont été abattues et a été décontaminée , précisent les autorités sanitaires du Laos .
abattre#2#	227	En 1806 , il avait déjà compris comment l'Empereur ferait pour abattre l'Armée autrichienne , pratiquement au détail près .
abattre#1#	74	Elle avait son mot à dire dans cette histoire puisque le projet envisageait d'abattre des arbres sur plusieurs acres de terre .
abattre#2#	179	Il poursuivit son chemin à pied pendant la nuit , pataugeant dans des marais profonds et traversant de nombreux cours d'eau et le Pô , constamment en danger de perdre son chemin , ou d'être abattu par les sentinelles françaises , et à l'aube il se cachait jusqu'au retour de la nuit , et reprenait son voyage .
abattre#1#	98	Ses murailles ont été abattues en 1958 .
abattre#2#	345	Pilote de chasse et As aérien français de la Seconde Guerre mondiale , célèbre pour avoir abattu en combat l'As allemand Werner Mölders .
abattre#1#	199	Il a abattu un drone de reconnaissance des Reproducteurs .
abattre#2#	203	Elle donne bientôt naissance à la petite Sela mais à en croire cette dernière \( dont Jean-Luc Picard croise ultérieurement la route \) , sa mère est finalement abattue lors d'une tentative d'évasion en 2349 .
abattre#1#	151	14 : 45  : " On abattra la maison , les pierres , le bois , et tout le mortier de la maison ;
abattre#1#	140	Le plus connu fut planté au Petit Trianon de Versailles pour la Reine Marie-Antoinette en 1771 et abattu par la tempête de décembre 1999 .
abattre#2#	311	Pierre Georges , plus connu sous le nom de Fabien , abat un officier allemand , l'aspirant Moser à la station de métro Barbès , le 21 août 1941 .
abattre#2#	110	- Il devait connaître son heure de gloire , lors des combats pour Vitebsk , réussissant à abattre , du 23 au 27 juin 1944 , prés de 45 officiers et soldats ennemis en moins de 5 jours .
abattre#2#	15	22.571.000 de volailles chinoises ont été abattues en 2005 pour endiguer le virus .
abattre#2#	383	Finalement , ils furent attrapés et la police dut les abattre devant leur fils , dont les cheveux blanchirent sous le choc .
abattre#1#	89	La thèse dissidente du vol 93 abattu par la chasse reçut le renfort involontaire du secrétaire de la Défense Donald Rumsfeld , lequel , dans un entretien avec le Brigadier Marks le 24 décembre 2004 réalisé par CNN , stigmatisait " les gens qui [ ... ] ont tiré et abattu \( " shot down " \) l'avion au-dessus de la Pennsylvanie " [ 5 ] .
abattre#1#	99	Malheureusement les ruines furent abattues en 2004 .
abattre#1#	1	Près de milles cases - habitations légères de bois - et maisons sont notamment abattues à Saint-Claude , sur la Basse-Terre .
abattre#2#	320	Il fut abattu par l'armée française le 13 septembre 1958 près de son village natal de Boumnyebel , dans le département du Nyong-et-Kéllé dans le maquis Bassa .
abattre#2#	236	Connu comme " Le Duke " par ses collègues , il s'avère un tireur d'élite au sang froid inégalé , ce qui lui permet d'abattre le commandant en chef du corps d'armée allemand lors de l'invasion de Narvik d'une seule balle à plus d'un kilomètre de distance .
abattre#2#	177	Malgré cela , un grand nombre doit être abattu chaque année pour maintenir leur population constante .
abattre#1#	118	On projetait même , si le temps le permettait , d'abattre la croix du clocher le 25 décembre 1793  !
abattre#1#	35	Il finit par abattre l'arbre .
abattre#2#	370	Lorsque leur mère adoptive est abattue dans un braquage de supérette , quatre frères , alors dispersés , se réunissent pour la venger et prendre à leur manière les choses en mains .
abattre#2#	260	On abat même 300 prisonniers pour tentative de fuite dans la nuit du 27 au 28 mai .
abattre#2#	216	Palme , qui avait demandé de ne pas avoir de gardes du corps ce jour-là , a été abattu en plein rue de Stockholm .
abattre#2#	30	« 2 500 oiseaux de ce secteur seront abattus aussi rapidement que possible , » a-t-il ajouté .
